id,Country,Year,Debt,RGDP,GDP,dRGDP,GDPI,GDP1,GDP2,RGDP1,RGDP2,GDPI1,GDPI2,Infl,Debt1,Debt2,Debtalt,GDP2alt,GDPalt,RGDP2alt,debtgdp,GDP3,GNI,lRGDP,lRGDP1,lRGDP2
662,Italy,1972,14957.4,,,2.92593882025274,,80229.1,,546933,,,,6.8087,,,,,,,18.6433600775778,,80050000,,531385,
663,Italy,1973,19511.1,,,6.54193475251996,,96596.3,,582713,,,,11.5104,,,,,,,20.1985997393275,,96744000,,546933,
664,Italy,1974,27703.4,,,4.68961564269204,,122177,,610040,,,,21.8687,,,,,,,22.6748078607267,,121705000,,582713,
665,Italy,1975,38520.7,,,-2.14641662841781,,139381,,596946,,,,14.0495,,,,,,,27.6369806501603,,138142000,,610040,
666,Italy,1976,52492.9,,,6.49824272212227,,175022,,635737,,,,19.3368,,,,,,,29.992172412611,,174028000,,596946,
667,Italy,1977,69731.5,,,2.88971697415756,,212639,,654108,,,,16.3267,,,,,,,32.7933728055531,,212464000,,635737,
668,Italy,1978,116694,,,3.72813052278829,,250163,,678494,,,,11.6601,,,,,,,46.6471860347054,,251011000,,654108,
669,Italy,1979,140077,,,5.67285782925124,,306108,,716984,,,,16.8485,,,,,,,45.7606465691847,,308794000,,678494,
670,Italy,1980,175383,,,-1.414,,384396,203383,742299,80590,,,21.8,,,,,,,45.6256048450036,,386288000,,716984,
671,Italy,1981,243760,,,0.781,,461152,243632,745816,81613,,,19.51,,,,,,,52.8589272083825,,459053000,,742299,80590
672,Italy,1982,317993,,,0.668,,543776,287552,749233,84081,,,16.46,,,,,,,58.4786750426646,,538604000,,745816,81613
673,Italy,1983,407328,,,0.913,,633413,334833,758360,86559,,,14.7,,,,,,,64.3068582425684,,627552000,,749233,84081
674,Italy,1984,482254,,,3.226,,725678,382831,777841,89194,,,10.74,,,,,,,66.4556456169265,,718036000,,758360,86559
675,Italy,1985,504371,,,2.798,,813862,429649,799697,92120,,,9.24,,,,,,,61.9725457141383,,804634000,,777841,89194
676,Italy,1986,604211,,,2.86,,900438,475031,822404,94539,,,5.82,,,,,,,67.1018992978972,,891707000,,799697,92120
677,Italy,1987,697292,,,3.192,,984659,519651,847870,97903,,,4.72,,,,,,,70.8155818410231,,976130000,,822404,94539
678,Italy,1988,805505,,,4.194,,1092840,577455,880671,102897,,,5.09,,,,,,,73.7074960652978,,1085970000,,847870,97903
679,Italy,1989,917649,,,3.388,,1196810,634021,906053,108469,,,6.276,,,,,,,76.6745765827491,,1186930000,,880671,102897
680,Italy,1990,1043248,,,2.053,,1320830,701352,925654,108558,,,6.099,,,,,,,78.9842750391799,,1303500000,,906053,108469
681,Italy,1991,1180600,,,1.534,,1440650,765806,938522.0702,101780,,,6.222,,,,,,,81.9491201888037,,1419050000,,925654,108558
682,Italy,1992,1332932,,,0.773,,1560020,805682,945660.1539,97978,,,5.003,,,,,,,85.4432635479032,,1490790000,,938522.0702,101780
683,Italy,1993,1528561,,,-0.888,,1606640,829758,937302.9399,97076,,,4.497,,,,,,,95.1402305432455,,1536590000,,945660.1539,97978
684,Italy,1994,1781074,,,2.152,,1699480,877708,957993.4836,100545,,,4.164,,,,,,,104.801115635371,,1626790000,,937302.9399,97076
685,Italy,1995,1912967,,,2.827,,1834300,947339,986004.0138,104490,,,5.393,,,,,,,104.288665976122,,1761740000,,957993.4836,100545
686,Italy,1996,2016967,,,1.095,,1943580,1003780,996781.9207,108356,,,3.983,,,,,,,103.77586721411,,1879170000,,986004.0138,104490
687,Italy,1997,2054070,,,1.872,,2030700,1048770,1016979.5512,115074,,,1.895,,,,,,,101.150834687546,,1965460000,,996781.9207,108356
688,Italy,1998,2107753,,,1.401,,2113170,1091360,1026365,121087,,,1.98,,,,,,,99.743655266732,,2047810000,,1016979.5512,115074
689,Italy,1999,1102305,,,1.464,,2182350,1127090,1046091,125835,,,1.657,,,,,,,97.8009741901711,,,,1026365,121087
690,Italy,2000,1132902,,,3.693,,2306210,1191060,1083598,132198,,,2.575,,,,,,,95.1171225630951,,,,1046091,125835
691,Italy,2001,1145139,,,1.818,,2417720,1248650,1103028,135774,,,2.323,,,,,,,91.7101669803388,,,,1083598,132198
692,Italy,2002,1142936,,,0.454,,2507910,1295230,1106823,137910,,,2.61,,,,,,,88.2419338650278,,,,1103028,135774
693,Italy,2003,1157175.7,,,-0.017,,2585610,1335350,1107193,140407,,,2.812,,,,,,,86.6571086232074,,,,1106823,137910
694,Italy,2004,1184244,,,1.532,,2694380,1391530,1120504,145597,,,2.274,,,,,,,85.1037347380222,,,,1107193,140407
695,Italy,2005,1213031.53,,,0.656,,2767860,1429480,1121559,149627,,,2.206,,,,,,,84.8582372611019,,,,1120504,145597
696,Italy,2006,1256946.05,,,2.036,,2876090,1485380,1151143,156993,,,2.217,,,,,,,84.621177745762,,,,1121559,149627
697,Italy,2007,1288577.6,,,1.564,,2991370,1544920,,163591,,,2.038,,,,,,,83.4073997359087,,,,1151143,156993
698,Italy,2008,1356207.5,,,-1.04,,3039610,1572240,,165294,,,3.5,,,,,,,86.2595723299242,,,,,163591
699,Italy,2009,1477901.11,,,-5.145,,,1521490,,154788,,,0.75,,,,,,,97.135118206495,,,,,165294
700,Japan,1946,265341,,,,,,,,,,,,,,,,,,,,,,,
701,Japan,1947,360628,,,,,,,,,,,,,,,,,,,,,,,
702,Japan,1948,524409,,,,,,,,,,,,,,,,,,,,,,,
703,Japan,1949,637286,,,,,,,,,,,,,,,,,,,,,,,
704,Japan,1950,554008,,,,,,,,,,,,,,,,,,,,,,,
705,Japan,1951,645463,,,,,,,,,,,,,,,,,,,,,,,
706,Japan,1952,826679,,,,,,6217000,,,,,,,,,,,,,,,,,
707,Japan,1953,851135,,,,,,7016000,,,,,,,,,,,,,,,,,
708,Japan,1954,932738,,,,,,7797000,,,,,,,,,,,,11.9627805566243,,,,,
709,Japan,1955,1057212,,,,,8371300,8369500,52271000,,16.0152,,,,,,,,,12.631722325109,,,,,
710,Japan,1956,1000249,,,6.20152665914178,,9443300,9422200,55512600,,17.0111,,,,,,,,,10.6158752732907,,,,52271000,
711,Japan,1957,970280,,,7.32824619996182,,10861300,10858300,59580700,,18.2296,,,,,,,,,8.93583710157207,,,,55512600,
712,Japan,1958,1075466,,,6.39535957113628,,11451000,11538300,63391100,,18.0641,,,,,,,,,9.32083582503488,,,,59580700,
713,Japan,1959,1252971,,,8.3429692811767,,13088100,13190300,68679800,,19.0567,,,,,,,,,9.49918500716436,,,,63391100,
714,Japan,1960,1340283,,,11.2621178279494,,15942100,16009700,76414600,,20.8626,,,,,,,,,8.37169341086966,,,,68679800,
715,Japan,1961,1222946,,,9.99769677522357,,19325800,19336500,84054300,,22.992,,,,,,,,,6.32454684146562,,,,76414600,
716,Japan,1962,1280665,,,6.71625365983657,,21767600,21942700,89699600,,24.2672,,,,,,,,,5.83640572946811,,,,84054300,
717,Japan,1963,1184565,,,7.71374677256085,,25131000,25113200,96618800,,26.0105,,,,,,,,,4.71690186834016,,,,89699600,
718,Japan,1964,1349212,,,9.23443470628904,,29331900,29541300,105541000,,27.7919,,,,,,,,,4.56720591172359,,,,96618800,
719,Japan,1965,1766563,,,5.12189575615163,,32687600,32866000,110946700,,29.4624,,,,,,,,,5.37504716120002,,,,105541000,
720,Japan,1966,2662274,,,9.70177571752924,,37917300,38170000,121710500,,31.1537,,,,,,,,,6.97478124181294,,,,110946700,
721,Japan,1967,3818407,,,10.4644217220371,,44743900,44730500,134446800,,33.28,,,,,,,,,8.53647287644896,,,,121710500,
722,Japan,1968,4785834,,,10.5278072813931,,52745800,52974900,148601100,,35.4949,,,,,,,,,9.0341539106256,,,,134446800,
723,Japan,1969,5479362,,,11.7832236773483,,61971900,62228900,166111100,,37.3075,,,,,,,,,8.80517251630673,,,,148601100,
724,Japan,1970,6226347,,,10.133699674495,,73436000,73344900,182944300,,40.1412,,,,,,,,,8.48913421383082,,,,166111100,
725,Japan,1971,7605627,,,4.73127613158759,,80473200,80701300,191599900,,42.0006,,,,,,,,,9.42441695486938,,,,182944300,
726,Japan,1972,11704291,,,8.59311513210601,,92844700,92394400,208064300,,44.6231,,,,,,,,,12.6677493441161,,,,191599900,
727,Japan,1973,13154492,,,8.19770618986535,,113807300,112498000,225120800,,50.5539,,,,,,,,,11.6930896549272,,,,208064300,
728,Japan,1974,15709423,,,-1.59305581714351,,134205100,134244000,221534500,,60.5798,,,,,,,,,11.7021416227168,,,,225120800,
729,Japan,1975,22795207,,,2.83806811128742,,147737600,148327000,227821800,,64.8479,,,,,,,,,15.3682114517249,,,,221534500,
730,Japan,1976,32677954,,,4.00023176008617,,166669800,166573000,236935200,,70.344,,,,,,,,,19.6177976022525,,,,227821800,
731,Japan,1977,46097860,,,3.58950464093135,,184920400,185622000,245440000,,75.3424,,,,,,,,,24.834265334928,,,,236935200,
732,Japan,1978,62339876,,,4.22294654498043,,203698500,204404000,255804800,,79.6304,,,,,,,,,30.4983640241874,,,,245440000,
733,Japan,1979,77553952,,,6.8046807565769,,221332100,221547000,273211500,,81.0113,,,,,,,,,35.0056430463965,,,,255804800,
734,Japan,1980,95011898,,,4.62659880715124,,239950600,243235000,285851900,284375000,83.9423,85.5332,,,,,,,,39.0617707155631,,,,273211500,
735,Japan,1981,106832094,,,4.17684395604396,,257590400,261028000,296817600,296252900,86.7841,88.1099,,,,,,,,40.9274460977366,,,,285851900,284375000
736,Japan,1982,121339078,,,3.37660829649262,,270497000,274050000,305387800,306256200,88.5749,89.4839,,,,,,,,44.2762554278416,,,,296817600,296252900
737,Japan,1983,137244038,,,3.0607380356708,,281678600,285579000,312949300,315629900,90.0077,90.4791,,,,,,,,48.0581688429471,,,,305387800,306256200
738,Japan,1984,150139544,,,4.46389901590438,,300429300,304859000,325979400,329719300,92.1621,92.4602,,,,,,,,49.2488474999918,,,,312949300,315629900
739,Japan,1985,163571000,,,6.33335688872323,,320257800,325792000,342399800,350601600,93.5333,92.9237,,,,,,,,50.2071874079167,,,,325979400,329719300
740,Japan,1986,184689000,,,2.83107664083677,,335118900,340948000,350590100,360527400,95.5871,94.5692,,,,,,,,54.1692574820794,,,,342399800,350601600
741,Japan,1987,198612000,,,4.10742706379599,,350790000,355837000,366230100,375335800,95.784,94.805,,,,,,,,55.8154435879349,,,,350590100,360527400
742,Japan,1988,206206000,,,7.14669370734153,,375116100,381579000,388574700,402159900,96.5364,94.8824,,,,,,,,54.0401856496296,,,,366230100,375335800
743,Japan,1989,208033000,,,5.37015251893587,,400848900,409602000,408710800,423756500,98.0764,96.6598,,,,,,,,50.7890586471746,,,,388574700,402159900
744,Japan,1990,216674000,,,5.57239829949512,,429860400,440125000,429860400,447369900,100,98.3806,,,,,,,,49.230105083783,,,,408710800,423756500
745,Japan,1991,224591000,,,3.32434077482637,,458702000,468234000,447278900,462242000,102.5539,101.2963,,,,,,,,47.9655471409594,,,,429860400,447369900
746,Japan,1992,239351000,,,0.819029858818543,,471213100,480492000,452308900,466027900,104.1795,103.1037,,,,,,,,49.8137325907611,,,,447278900,462242000
747,Japan,1993,267879000,,,0.171062719635451,,475021400,484234000,452313500,466825100,105.0204,103.7292,,,,,,,,55.3201551316099,,,,452308900,466027900
748,Japan,1994,291721000,,,0.863578243757668,,478717500,486552000,456350700,470856500,104.9012,103.3334,,,,,,,,59.9567980400862,,,,452313500,466825100
749,Japan,1995,326353000,,,1.8816560884261,,483596900,493588000,465036500,479716400,103.9912,102.8916,,,,,,,,66.1185036913377,,,,456350700,470856500
750,Japan,1996,355169000,,,2.63728736395086,,501282300,504262000,487374300,492367900,102.8537,102.4157,,,,,,,,70.4334254811983,,,,465036500,479716400
751,Japan,1997,388146000,,,1.56356659319179,,508000500,515249000,494032000,500066400,102.8274,103.0361,,,,,,,,75.3317328126789,,,,487374300,492367900
752,Japan,1998,437555000,,,-2.04886791034151,,497101000,504843000,481312300,489820700,103.2803,103.0669,,,,,,,,86.6714998524294,,,,494032000,500066400
753,Japan,1999,489370000,,,-0.141010782108641,,,497629000,,489130000,,101.7376,,,,,,,,98.3403298441208,,,,481312300,489820700
754,Japan,2000,535587000,,,2.86013943123504,,,502990000,,503119800,,99.9742,,,,,,,,106.480645738484,,,,,489130000
755,Japan,2001,607312000,,,0.18438948337951,,,497720000,,504047500,,98.7447,,,,,,,,122.018805754239,,,,,503119800
756,Japan,2002,643194500,,,0.262257029347435,,,491312000,,505369400,,97.2184,,,,,,,,130.913655681115,,,,,504047500
757,Japan,2003,670121200,,,1.4135402737087,,,490294000,,512513000,,95.6647,,,,,,,,136.677422118158,,,,,505369400
758,Japan,2004,751106500,,,2.74426209676633,,,498328000,,526577700,,94.6352,,,,,,,,150.725325488433,,,,,512513000
759,Japan,2005,813183000,,,1.93409253753054,,,501734000,,536762200,,93.4742,,,,,,,,162.074525545409,,,,,526577700
760,Japan,2006,832263100,,,2.0394692472756,,,507365000,,547709300,,92.634,,,,,,,,164.036364353079,,,,,536762200
761,Japan,2007,838005000,,,2.33731652904197,,,515805000,,560511000,,92.0241,,,,,,,,162.46546660075,,,,,547709300
762,Japan,2008,846691000,,,-0.705249317140966,,,507371000,,556558000,,91.1623,,,,,,,,166.87808329605,,,,,560511000
763,Japan,2009,869963000,,,-5.36936455859048,,,479289380,,526674372,,91.003,,,,,,,,181.511011155724,,,,,556558000
764,Netherlands,1946,6.6,,,68.8064192577733,,,,41999.265,,,,,,,,,,,,,,,24880.135,
765,Netherlands,1947,9,,,15.7472636723524,,,,48613,,,,,,,,,,,,,,,41999.265,
766,Netherlands,1948,8.9,,,10.6782136465555,,,,53804,,,,,,,,,,,,,,,48613,
767,Netherlands,1949,9.6,,,8.81347111738904,,,,58546,,,,,,,,,,,,,,,53804,
768,Netherlands,1950,9.2,,,3.58009086871862,,,,60642,,,,,,,,,,,,,,,58546,
769,Netherlands,1951,8.8,,,2.09755614920353,,,,61914,,,,,,,,,,,,,,,60642,
770,Netherlands,1952,8.3,,,2.01569919565849,,,,63162,,,,,,,,,,,,,,,61914,
771,Netherlands,1953,7.8,,,8.69193502422343,,,,68652,,,,,,,,,,,,,,,63162,
772,Netherlands,1954,7.4,,,6.79805395327158,,,,73319,,,,,,,,,,,,,,,68652,
773,Netherlands,1955,7.6,,,7.41963201898552,,,,78759,,,,,,,,,,,,,,,73319,
774,Netherlands,1956,7.5,,,3.67577038814613,,,14.521,81654,,,,,,,,,,,,,,,78759,
775,Netherlands,1957,7.3,,,2.81186469738164,,,15.746,83950,,,,,,,,,,,46.3609805664931,,,,81654,
776,Netherlands,1958,7.5,,,-0.296605122096483,,,15.928,83701,,,,,,,,,,,47.0868910095429,,,,83950,
777,Netherlands,1959,7.6,,,4.88883047992259,,,16.971,87793,,,,,,,,,,,44.7822756466914,,,,83701,
778,Netherlands,1960,7.8,,,8.41411046438783,,,18.968,95180,,,,,,,,,,,41.1218894981021,,,,87793,
779,Netherlands,1961,7.8,,,0.288926245009447,,,20.057,95455,,,,,,,,,,,38.8891658772498,,,,95180,
780,Netherlands,1962,7.6,,,6.84930071761563,,,21.6,101993,,,,,,,,,,,35.1851851851852,,,,95455,
781,Netherlands,1963,8.1,,,3.62083672408891,,,23.415,105686,,,,,,,,,,,34.5932094811019,,,,101993,
782,Netherlands,1964,8.2,,,8.28870427492761,,,27.544,114446,,,,,,,,,,,29.770548939878,,,,105686,
783,Netherlands,1965,8.7,,,5.23303566747637,,,30.767,120435,,,,,,,,,,,28.2770500861312,,,,114446,
784,Netherlands,1966,9.4,,,2.7558434010047,,,33.489,123754,,,,,,,,,,,28.0689181522291,,,,120435,
785,Netherlands,1967,10.8,,,5.26286019037769,,,36.756,130267,,,,,,,,,,,29.382957884427,,,,123754,
786,Netherlands,1968,11.8,,,6.41758849132934,,,40.749,138627,,,,,,,,,,,28.9577658347444,,,,130267,
787,Netherlands,1969,12.4,,,6.43813975632452,,,51.853,147552,,,,,,,,,,,23.9137561953985,,,,138627,
788,Netherlands,1970,13.6,,,5.69494144437215,,,58.136,155955,,,,,,,,,,,23.3934223200771,,,,147552,
789,Netherlands,1971,13.9,,,4.22173062742457,,,65.638,162539,,,,,,,,,,,21.1767573661598,,,,155955,
790,Netherlands,1972,14.1,,,3.30997483680839,,,73.531,167919,,,,,,,,,,,19.1755858073466,,,,162539,
791,Netherlands,1973,14.4,,,4.68797455916246,,,84.167,175791,,,,,,,,,,,17.1088431332945,,,,167919,
792,Netherlands,1974,15.9,,,3.96607334846495,,,95.495,182763,,,,,,,,,,,16.6500863919577,,,,175791,
793,Netherlands,1975,18.7,,,-0.091375168934627,,,105.419,182596,,,,,,,,,,,17.738737798689,,,,182763,
794,Netherlands,1976,22.4,,,4.70875594207978,,,119.846,191194,,,,,,,,,,,18.6906530046894,,,,182596,
795,Netherlands,1977,25.3,,,2.71870456185863,,,130.956,196392,,,,,,,,,,,19.3194660802101,,,,191194,
796,Netherlands,1978,29.2,,,2.35854820970305,,,141.323,201024,,,,,,,,,,,20.6618880153974,,,,196392,
797,Netherlands,1979,34,,,2.22709726201846,,,149.821,205501,,,,,,,,,,,22.6937478724611,,,,201024,
798,Netherlands,1980,41.9,,,1.20583354825523,,,160.721,207979,247.786,,64.863,,,,,,,,26.0700219635269,,,,205501,
799,Netherlands,1981,51.4,,,-0.513749767944915,,,168.529,206925,246.513,,68.365,,,,,,,,30.4992019177708,,,,207979,247.786
800,Netherlands,1982,64.1,,,-1.28309663182063,,,175.351,204517,243.35,,72.057,,,,,,,,36.5552520373422,,,,206925,246.513
801,Netherlands,1983,77.8,,,1.75796178343948,,,182.18,208014,247.628,,73.57,,,,,,,,42.7050170161379,,,,204517,243.35
802,Netherlands,1984,91.1,,,3.11919492141439,,,190.493,214854,255.352,,74.6,,,,,,,,47.8232795955757,,,,208014,247.628
803,Netherlands,1985,102.4,,,2.65633321845922,,,199.073,221470,262.135,,75.943,,,,,,,,51.4384170630874,,,,214854,255.352
804,Netherlands,1986,106.7,,,3.12472580922045,,,205.499,227570,270.326,,76.019,,,,,,,,51.9223937829381,,,,221470,262.135
805,Netherlands,1987,112.5,,,1.85072837980809,,,207.837,230788,275.329,,75.487,,,,,,,,54.128956826744,,,,227570,270.326
806,Netherlands,1988,122.9,,,2.98043431676287,,,216.042,236824,283.535,,76.196,,,,,,,,56.8870867701651,,,,230788,275.329
807,Netherlands,1989,131.7,,,4.78459449450683,,,228.96,247906,297.101,,77.065,,,,,,,,57.520964360587,,,,236824,283.535
808,Netherlands,1990,142.3,,,4.06461102453375,,,243.561,258094,309.177,,78.777,,,,,,,,58.4247888619278,,,,247906,297.101
809,Netherlands,1991,152,,,2.40509481623794,,,256.547,263955.295,316.613,,81.029,,,,,,,,59.2484028267725,,,,258094,309.177
810,Netherlands,1992,161.6,,,1.48951559158974,,,266.472,269301.656,321.329,,82.928,,,,,,,,60.6442703173317,,,,263955.295,316.613
811,Netherlands,1993,167.3,,,0.651357331582281,,,273.242,271352.437,323.422,,84.485,,,,,,,,61.227776110554,,,,269301.656,321.329
812,Netherlands,1994,166.9,,,2.86436915237676,,,287.517,277719.471,332.686,,86.423,,,,,,,,58.048741465722,,,,271352.437,323.422
813,Netherlands,1995,179.9,,,3.0331904558653,,,305.261,286142.838,342.777,,89.055,,,,,,,,58.9331752172731,,,,277719.471,332.686
814,Netherlands,1996,184.4,,,3.40600448688215,,,319.755,294839.73,354.452,,90.211,,,,,,,,57.6691529452237,,,,286142.838,342.777
815,Netherlands,1997,184.5,,,4.27843544400934,,,342.237,306157.361,369.617,,92.592,,,,,,,,53.9100097300993,,,,294839.73,354.452
816,Netherlands,1998,188.5,,,3.92352083372789,,,362.464,323975,384.119,,94.362,,,,,,,,52.0051646508343,,,,306157.361,369.617
817,Netherlands,1999,189.7,,,4.68448579737009,,,386.193,339125,402.113,,96.041,,,,,,,,49.1205174614765,,,,323975,384.119
818,Netherlands,2000,179.7,,,3.94093202656964,,,417.96,352541,417.96,,100,,,,,,,,42.9945449325294,,,,339125,402.113
819,Netherlands,2001,180.2,,,1.92578237151881,,,447.731,359326,426.009,,105.099,,,,,,,,40.247380681704,,,,352541,417.96
820,Netherlands,2002,188.1,,,0.076289468062885,,,465.214,359553,426.334,,109.12,,,,,,,,40.4330050256441,,,,359326,426.009
821,Netherlands,2003,202.8,,,0.335652328925207,,,476.945,360759,427.765,,111.497,,,,,,,,42.5206260679953,,,,359553,426.334
822,Netherlands,2004,214.9,,,2.23650836323683,,,491.184,368824,437.332,,112.314,,,,,,,,43.7514251278543,,,,360759,427.765
823,Netherlands,2005,220.5,,,2.04650014176873,,,513.407,374401,446.282,,115.041,,,,,,,,42.948382082831,,,,368824,437.332
824,Netherlands,2006,211.6,,,3.39426640554628,,,540.216,385709,461.43,,117.074,,,,,,,,39.1695173782339,,,,374401,446.282
825,Netherlands,2007,216,,,3.61311574886765,,,568.664,,478.102,,118.942,,,,,,,,37.9837654572823,,,,385709,461.43
826,Netherlands,2008,299.7,,,1.99580842581708,,,595.883,,487.644,,122.196,,,,,,,,50.2951082678982,,,,,478.102
827,Netherlands,2009,290.23,,,-4.17271616179016,,,574.992,,467.296,,123.047,,,,,,,,50.4754848763113,,,,,487.644
828,New Zealand,1946,1140.463,,,7.71131982204647,,851,,12596.799,,,,0.409769,,,,,,,134.014453584019,,,,11694.963,
829,New Zealand,1947,1160.943,,,11.9320789352914,,964,,14099.859,,,,5.453982,,,,,,,120.429771784232,,,,12596.799,
830,New Zealand,1948,1160.339,,,-9.92209922099221,,978,990,12700.857,,,,8.189376,,,,,,,117.20595959596,,,,14099.859,
831,New Zealand,1949,1234.153,,,10.7874374146564,,1101,1107,14070.954,,,,1.944453,,,,,,,111.486269196025,,,,12700.857,
832,New Zealand,1950,1234.153,,,14.6759487665158,,1396,1408,16136,,,,6.891073,,,,,,,87.6529119318182,,,,14070.954,
833,New Zealand,1951,1338.649,,,-7.63510163609321,,1446,1459,14904,,,,11.413115,,,,,,,91.7511309115833,,,,16136,
834,New Zealand,1952,1311.507,,,4.34782608695652,,1517,1528,15552,,,,6.721513,,,,,,,85.831609947644,,,,14904,
835,New Zealand,1953,1339.559,,,3.42078189300412,,1681,1690,16084,,,,4.916231,,,,,,,79.2638461538461,,,,15552,
836,New Zealand,1954,1412.923,,,13.7652325292216,,1860,1877,18298,,,,3.470316,,,,,,,75.2755993606819,,,,16084,
837,New Zealand,1955,1461.368,,,1.86359164936059,,1965,1979,18639,,,,2.749981,,,,,,,73.8437594744821,,,,18298,
838,New Zealand,1956,1470.402,,,5.18268147432803,,2061,2078,19605,,,,3.544891,,,,,,,70.7604427333975,,,,18639,
839,New Zealand,1957,1514.238,,,2.85641418005611,,2184,2225,20165,,,,1.831888,,,,,,,68.0556404494382,,,,19605,
840,New Zealand,1958,1564.222,,,3.92759732209274,,2270,2321,20957,,,,5.43176,,,,,,,67.3943127962085,,,,20165,
841,New Zealand,1959,1633.104,,,7.1193396001336,,2434,2482,22449,,,,2.562357,,,,,,,65.7979049153908,,,,20957,
842,New Zealand,1960,1689.032,,,0,,2623,2687,22449,,,,1.326693,,,,,,,62.8593970971343,,,,22449,
843,New Zealand,1961,1736.346,,,5.59044946322775,,2723,2783,23704,,,,1.907587,,,,,,,62.3911606180381,,,,22449,
844,New Zealand,1962,1807.688,,,2.15575430307122,,2921,2999,24215,,,,2.412402,,,,,,,60.2763587862621,,,,23704,
845,New Zealand,1963,1934.286,,,6.33491637414825,,3196,3273,25749,,,,1.900066,,,,,,,59.0982584784601,,,,24215,
846,New Zealand,1964,2021.744,,,4.87397568837624,,3487,3589,27004,,,,4.09182,,,,,,,56.331680133742,,,,25749,
847,New Zealand,1965,2139.582,,,6.36942675159236,,3744,3877,28724,,,,2.768289,,,,,,,55.1865359814289,,,,27004,
848,New Zealand,1966,2255.966,,,6.30831360534745,,3886,4039,30536,,,,2.761003,,,,,,,55.8545679623669,,,,28724,
849,New Zealand,1967,2411.954,,,-4.56510348441184,,4055,4183,29142,,,,6.27061,,,,,,,57.6608654076022,,,,30536,
850,New Zealand,1968,2616.569,,,-0.161279253311375,,4355,4436,29095,,,,4.387171,,,,,,,58.9848737601443,,,,29142,
851,New Zealand,1969,2776.48,,,10.3247980752707,,4809,5134,32099,,,,4.950347,,,,,,,54.0802493182704,,,,29095,
852,New Zealand,1970,2877.113,,,-1.41748964142185,,5534,5832,31644,,,,7.350883,,,,,,,49.3332133058985,,,,32099,
853,New Zealand,1971,3006.962,,,5.18581721653395,,6452,6874,33285,,,,10.254333,,,,,,,43.7439918533605,,,,31644,
854,New Zealand,1972,3159,,,4.28421210755596,,7498,7901,34711,,,,6.139012,,,,,,,39.982280723959,,,,33285,
855,New Zealand,1973,3475,,,7.10437613436663,,8636,9199,37177,,,,8.751174,,,,,,,37.7758452005653,,,,34711,
856,New Zealand,1974,3639,,,5.95260510530704,,9452,10095,39390,,,,11.830412,,,,,,,36.0475482912333,,,,37177,
857,New Zealand,1975,4179,,,-1.15003808073115,,,11668,38937,,,,14.77278,,,,,,,35.8159067535139,,,,39390,
858,New Zealand,1976,5552,,,2.43983871381976,,,14101,39887,,,,16.640842,,,,,,,39.3730941068009,,,,38937,
859,New Zealand,1977,6283,,,-4.87126131320982,,,14970,37944,,,,14.786735,,,,,,,41.9706078824315,,,,39887,
860,New Zealand,1978,7478,,,0.403225806451624,,,16958,38097,,,,11.212224,,,,,,,44.0971812713763,,,,37944,
861,New Zealand,1979,8814,,,2.03953067170644,,,19795,38874,,,,14.579767,,,,,,,44.5263955544329,,,,38097,
862,New Zealand,1980,10341,,,1.009,,,22992,39141,,,,17.079,,,,,,,44.9765135699374,,,,38874,
863,New Zealand,1981,11611,,,2.961,,,27891,41041,,,,15.451,,,,,,,41.629916460507,,,,39141,
864,New Zealand,1982,14375,,,2.878,,,31409,41809,,,,16.126,,,,,,,45.7671368079213,,,,41041,
865,New Zealand,1983,18727,,,-0.124,,,34839,42955,,,,7.445,,,,,,,53.7529779844427,,,,41809,
866,New Zealand,1984,21873,,,6.858,,,39346,45072,,,,6.129,,,,,,,55.591419712296,,,,42955,
867,New Zealand,1985,28240,,,1.213,,,45282,45420,,,,15.38,,,,,,,62.3647365399055,,,,45072,
868,New Zealand,1986,31996,,,1.81,,,55848,46372,,,,13.221,,,,,,,57.2912190230626,,,,45420,
869,New Zealand,1987,42466,,,0.754,,,62655,46564,,,,15.762,,,,,,,67.7775117708084,,,,46372,
870,New Zealand,1988,39068,,,-0.022,,,68017,46435,,,,6.351,,,,,,,57.4385815310878,,,,46564,
871,New Zealand,1989,39716,,,0.846,,,71865,46850,,,,5.738,,,,,,,55.2647324845196,,,,46435,
872,New Zealand,1990,44343,,,0.056,,,73152,46729,,,,6.091,,,,,,,60.6176181102362,,,,46850,
873,New Zealand,1991,43935,,,-1.677,,,72936,46112.652891,,,,2.61,,,,,,,60.2377426785127,,,,46729,
874,New Zealand,1992,46674,,,0.771,,,75246,46620.952084,,,,0.983,,,,,,,62.0285463679132,,,,46112.652891,
875,New Zealand,1993,47478,,,5.195,,,81387,49627.334173,,,,1.31,,,,,,,58.3360979026134,,,,46620.952084,
876,New Zealand,1994,46429,,,5.859,,,87639,52253.609511,,,,1.757,,,,,,,52.9775556544461,,,,49627.334173,
877,New Zealand,1995,44096,,,4.337,,,93420,54413.49058,,,,3.746,,,,,,,47.2018839648897,,,,52253.609511,
878,New Zealand,1996,41500,,,4.019,,,97961,56332.606852,,,,2.292,,,,,,,42.3637978379151,,,,54413.49058,
879,New Zealand,1997,35972,,,2.163,,,101619,57150.937851,,,,1.197,,,,,,,35.3988919394995,,,,56332.606852,
880,New Zealand,1998,37892,,,-0.048,,,103391,57449,,,,1.274,,,,,,,36.6492247874573,,,,57150.937851,
